link,valor,condominio,iptu,quartos,tamanho,vagas,banheiros,andar,mobilia,localização
https://www.quintoandar.com.br/imovel/894335938/comprar/apartamento-2-quartos-vila-carminha-campinas,207.0,305.0,12x R$ 14,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9368744,-47.0302179"
https://www.quintoandar.com.br/imovel/893078035/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,212.0,235.0,12x R$ 37,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9565966,-47.0579648"
https://www.quintoandar.com.br/imovel/893883257/comprar/apartamento-2-quartos-sao-bernardo-campinas,300.0,480.0,12x R$ 71,2.0,98.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9245103,-47.0801453"
https://www.quintoandar.com.br/imovel/893347078/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,195.0,222.0,12x R$ 23,2.0,48.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9565966,-47.0579648"
https://www.quintoandar.com.br/imovel/894326864/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,208.0,306.0,12x R$ 13,2.0,45.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9335889,-47.0593284"
https://www.quintoandar.com.br/imovel/894157230/comprar/apartamento-2-quartos-jardim-ipiranga-campinas,170.0,400.0,12x R$ 21,2.0,68.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.9289148,-47.096684"
https://www.quintoandar.com.br/imovel/894193451/comprar/apartamento-3-quartos-loteamento-country-ville-campinas,255.0,450.0,12x R$ 69,3.0,78.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9482175,-47.0944369"
https://www.quintoandar.com.br/imovel/894241193/comprar/apartamento-3-quartos-ponte-preta-campinas,399.0,729.0,12x R$ 113,3.0,86.0,1.0,2.0,Até 3° andar,Mobiliado,"22.9148512,-47.0528192"
https://www.quintoandar.com.br/imovel/894201343/comprar/apartamento-2-quartos-centro-campinas,315.0,651.0,12x R$ 80,2.0,87.0,1.0,1.0,8° a 11° andar,Sem mobília,"-22.910157,-47.0561091"
https://www.quintoandar.com.br/imovel/893618227/comprar/apartamento-2-quartos-jardim-pacaembu-campinas,245.0,500.0,12x R$ 40,2.0,62.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9016469,-47.1036015"
https://www.quintoandar.com.br/imovel/894302404/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,215.0,375.0,12x R$ 30,2.0,45.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.9586481,-47.056734"
https://www.quintoandar.com.br/imovel/894293795/comprar/apartamento-2-quartos-jardim-amazonas-campinas,188.0,350.0,12x R$ 15,2.0,51.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9439638,-47.0397929"
https://www.quintoandar.com.br/imovel/894255190/comprar/apartamento-2-quartos-jardim-samambaia-campinas,250.0,350.0,12x R$ 49,2.0,48.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9335318,-47.0184541"
https://www.quintoandar.com.br/imovel/894157250/comprar/apartamento-2-quartos-vila-marieta-campinas,220.0,490.0,12x R$ 41,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9297872,-47.0534238"
https://www.quintoandar.com.br/imovel/893313946/comprar/apartamento-2-quartos-vila-carminha-campinas,215.0,322.0,12x R$ 66,2.0,51.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9370486,-47.0301799"
https://www.quintoandar.com.br/imovel/894208875/comprar/apartamento-2-quartos-taquaral-campinas,350.0,495.0,12x R$ 23,2.0,60.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.8795676,-47.0453932"
https://www.quintoandar.com.br/imovel/893921918/comprar/apartamento-2-quartos-vila-nova-teixeira-campinas,300.0,300.0,12x R$ 41,2.0,57.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9048761,-47.0824834"
https://www.quintoandar.com.br/imovel/894325925/comprar/apartamento-2-quartos-jardim-itayu-campinas,210.0,410.0,12x R$ 26,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9252914,-47.0278564"
https://www.quintoandar.com.br/imovel/894315300/comprar/apartamento-2-quartos-vila-saturnia-campinas,220.0,400.0,12x R$ 34,2.0,48.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9121823,-47.0837465"
https://www.quintoandar.com.br/imovel/894281219/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,225.0,335.0,12x R$ 34,2.0,45.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9554868,-47.0584491"
https://www.quintoandar.com.br/imovel/894354975/comprar/apartamento-2-quartos-vila-orozimbo-maia-campinas,220.0,400.0,12x R$ 66,2.0,54.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9248757,-47.0264216"
https://www.quintoandar.com.br/imovel/893732519/comprar/apartamento-2-quartos-fundacao-da-casa-popular-campinas,300.0,350.0,12x R$ 54,2.0,43.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9163545,-47.0843477"
https://www.quintoandar.com.br/imovel/894364426/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,218.0,355.0,12x R$ 30,2.0,44.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9546476,-47.0578838"
https://www.quintoandar.com.br/imovel/893080673/comprar/apartamento-3-quartos-jardim-flamboyant-campinas,380.0,596.0,12x R$ 100,3.0,75.0,1.0,2.0,Até 3° andar,Sem mobília,"22.8876312,-47.0311371"
https://www.quintoandar.com.br/imovel/894233550/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,225.0,370.0,12x R$ 26,2.0,47.0,1.0,1.0,4° a 7° andar,Sem mobília,"=-22.954571,-47.056676"
https://www.quintoandar.com.br/imovel/893925702/comprar/apartamento-3-quartos-conjunto-residencial-parque-bandeirantes-campinas,275.0,585.0,12x R$ 59,3.0,77.0,2.0,1.0,Até 3° andar,Sem mobília,"22.9037836,-47.1025305"
https://www.quintoandar.com.br/imovel/894185244/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,220.0,360.0,12x R$ 34,2.0,45.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9563125,-47.0581032"
https://www.quintoandar.com.br/imovel/894245081/comprar/apartamento-2-quartos-jardim-do-lago-ii-campinas,254.0,318.0,12x R$ 27,2.0,51.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9530957,-47.0833018"
https://www.quintoandar.com.br/imovel/894276691/comprar/apartamento-2-quartos-vila-mimosa-campinas,330.0,324.0,12x R$ 58,2.0,49.0,1.0,1.0,12° a 15° andar,Sem mobília,"-22.915642,-47.0679795"
https://www.quintoandar.com.br/imovel/893868725/comprar/apartamento-2-quartos-jardim-samambaia-campinas,275.0,500.0,12x R$ 50,2.0,52.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9335318,-47.0184541"
https://www.quintoandar.com.br/imovel/894300498/comprar/apartamento-2-quartos-vila-mimosa-campinas,230.0,475.0,12x R$ 38,2.0,62.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.934529,-47.0920981"
https://www.quintoandar.com.br/imovel/892916686/comprar/apartamento-2-quartos-vila-marieta-campinas,219.0,460.0,12x R$ 50,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9295006,-47.0531895"
https://www.quintoandar.com.br/imovel/894421076/comprar/apartamento-2-quartos-jardim-amazonas-campinas,180.0,380.0,12x R$ 17,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9439638,-47.0397929"
https://www.quintoandar.com.br/imovel/894307424/comprar/apartamento-2-quartos-parque-residencial-vila-uniao-campinas,210.0,297.0,12x R$ 36,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9440411,-47.1247846"
https://www.quintoandar.com.br/imovel/893466772/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,250.0,440.0,12x R$ 48,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9177248,-47.1049179"
https://www.quintoandar.com.br/imovel/893038718/comprar/apartamento-2-quartos-vila-industrial-campinas,205.0,350.0,12x R$ 80,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9132493,-47.0743463"
https://www.quintoandar.com.br/imovel/892860142/comprar/apartamento-2-quartos-centro-campinas,279.0,809.0,12x R$ 66,2.0,70.0,1.0,2.0,Até 3° andar,Sem mobília,"=-22.911406,-47.054743"
https://www.quintoandar.com.br/imovel/894318382/comprar/apartamento-3-quartos-conjunto-residencial-souza-queiroz-campinas,212.0,500.0,12x R$ 40,3.0,76.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9498521,-47.1010638"
https://www.quintoandar.com.br/imovel/894087246/comprar/apartamento-2-quartos-jardim-do-lago-ii-campinas,268.0,363.0,12x R$ 100,2.0,53.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9473309,-47.0889499"
https://www.quintoandar.com.br/imovel/894210823/comprar/apartamento-2-quartos-vila-marieta-campinas,350.0,480.0,12x R$ 46,2.0,72.0,1.0,1.0,4° a 7° andar,Sem mobília,"-22.929596,-47.0545388"
https://www.quintoandar.com.br/imovel/894320226/comprar/apartamento-2-quartos-jardim-sao-gabriel-campinas,200.0,485.0,12x R$ 40,2.0,47.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9424057,-47.0319366"
https://www.quintoandar.com.br/imovel/893577706/comprar/apartamento-2-quartos-jardim-samambaia-campinas,350.0,390.0,12x R$ 56,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9332801,-47.0191421"
https://www.quintoandar.com.br/imovel/894381237/comprar/apartamento-2-quartos-jardim-samambaia-campinas,320.0,400.0,12x R$ 50,2.0,48.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9332826,-47.0191449"
https://www.quintoandar.com.br/imovel/893244890/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,265.0,355.0,12x R$ 26,2.0,54.0,1.0,1.0,4° a 7° andar,Mobiliado,"22.9563124,-47.0581032"
https://www.quintoandar.com.br/imovel/892825921/comprar/apartamento-2-quartos-sao-bernardo-campinas,390.0,600.0,12x R$ 109,2.0,75.0,1.0,1.0,4° a 7° andar,Sem mobília,"-22.927104,-47.0743194"
https://www.quintoandar.com.br/imovel/893452359/comprar/apartamento-2-quartos-jardim-bela-vista-campinas,205.0,380.0,12x R$ 23,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8811769,-47.0402109"
https://www.quintoandar.com.br/imovel/894299419/comprar/apartamento-2-quartos-jardim-esmeraldina-campinas,220.0,330.0,12x R$ 0,2.0,44.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9371822,-47.0121083"
https://www.quintoandar.com.br/imovel/894279498/comprar/apartamento-2-quartos-vila-campos-sales-campinas,320.0,355.0,12x R$ 0,2.0,41.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9563125,-47.0581032"
https://www.quintoandar.com.br/imovel/893680991/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,220.0,337.0,12x R$ 26,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9587806,-47.0568431"
https://www.quintoandar.com.br/imovel/893949752/comprar/apartamento-2-quartos-jardim-antonio-von-zuben-campinas,225.0,437.0,12x R$ 50,2.0,51.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9517248,-47.0257161"
https://www.quintoandar.com.br/imovel/894294648/comprar/apartamento-2-quartos-jardim-dos-oliveiras-campinas,210.0,460.0,12x R$ 33,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9422972,-47.0393654"
https://www.quintoandar.com.br/imovel/892953969/comprar/apartamento-2-quartos-parque-brasilia-campinas,380.0,540.0,12x R$ 84,2.0,64.0,1.0,2.0,8° a 11° andar,Sem mobília,"22.8814092,-47.0257804"
https://www.quintoandar.com.br/imovel/893879997/comprar/apartamento-2-quartos-conceicao-campinas,300.0,760.0,12x R$ 92,2.0,58.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9061867,-47.0532908"
https://www.quintoandar.com.br/imovel/893814429/comprar/apartamento-2-quartos-jardim-samambaia-campinas,280.0,320.0,12x R$ 60,2.0,47.0,1.0,1.0,12° a 15° andar,Sem mobília,"22.9332801,-47.0191421"
https://www.quintoandar.com.br/imovel/893730596/comprar/apartamento-2-quartos-conjunto-residencial-parque-bandeirantes-campinas,220.0,542.0,12x R$ 45,2.0,62.0,2.0,1.0,Até 3° andar,Sem mobília,"22.9035575,-47.1020264"
https://www.quintoandar.com.br/imovel/894181588/comprar/apartamento-2-quartos-jardim-boa-esperanca-campinas,260.0,345.0,12x R$ 47,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8843914,-47.0269317"
https://www.quintoandar.com.br/imovel/894362239/comprar/apartamento-2-quartos-parque-das-cachoeiras-campinas,225.0,220.0,12x R$ 0,2.0,42.0,1.0,1.0,4° a 7° andar,Sem mobília,"-22.9524228,-47.025735"
https://www.quintoandar.com.br/imovel/894258612/comprar/apartamento-3-quartos-vila-proost-de-souza-campinas,335.0,700.0,12x R$ 60,3.0,74.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.8988463,-47.1028159"
https://www.quintoandar.com.br/imovel/894230689/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,315.0,400.0,12x R$ 34,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9176617,-47.0591575"
https://www.quintoandar.com.br/imovel/893099591/comprar/apartamento-3-quartos-vila-sao-bento-campinas,400.0,580.0,12x R$ 345,3.0,86.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9102995,-47.0943513"
https://www.quintoandar.com.br/imovel/893867605/comprar/apartamento-3-quartos-botafogo-campinas,329.0,760.0,12x R$ 88,3.0,85.0,1.0,2.0,8° a 11° andar,Sem mobília,"22.8976936,-47.0739278"
https://www.quintoandar.com.br/imovel/893991819/comprar/apartamento-2-quartos-lot.-country-ville-campinas,225.9,350.0,12x R$ 28,2.0,65.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9494435,-47.0960449"
https://www.quintoandar.com.br/imovel/894199253/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,270.0,600.0,12x R$ 62,2.0,65.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9191759,-47.0610485"
https://www.quintoandar.com.br/imovel/892973279/comprar/apartamento-3-quartos-jardim-dom-vieira-campinas,320.0,540.0,12x R$ 28,3.0,60.0,1.0,1.0,12° a 15° andar,Mobiliado,"-22.9200337,-47.068429"
https://www.quintoandar.com.br/imovel/894294572/comprar/apartamento-2-quartos-vila-industrial-campinas,220.0,400.0,12x R$ 24,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9124992,-47.0839484"
https://www.quintoandar.com.br/imovel/894211240/comprar/apartamento-2-quartos-vila-pompeia-campinas,220.0,440.0,12x R$ 34,2.0,45.0,1.0,1.0,Até 3° andar,Sem mobília,"l=-22.93125,-47.089057"
https://www.quintoandar.com.br/imovel/894273297/comprar/apartamento-2-quartos-vila-georgina-campinas,250.0,466.0,12x R$ 61,2.0,48.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9398601,-47.0333334"
https://www.quintoandar.com.br/imovel/894330956/comprar/apartamento-2-quartos-jardim-sao-gabriel-campinas,250.0,320.0,12x R$ 47,2.0,42.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9427763,-47.0313767"
https://www.quintoandar.com.br/imovel/893144382/comprar/apartamento-2-quartos-jardim-santa-lucia-campinas,280.0,321.0,12x R$ 25,2.0,46.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.946172,-47.1112996"
https://www.quintoandar.com.br/imovel/893255261/comprar/apartamento-2-quartos-vila-industrial-campinas,210.0,400.0,12x R$ 22,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9124516,-47.0769116"
https://www.quintoandar.com.br/imovel/894288482/comprar/apartamento-3-quartos-jardim-garcia-campinas,245.0,590.0,12x R$ 58,3.0,66.0,1.0,2.0,Até 3° andar,Mobiliado,"22.9062244,-47.1109763"
https://www.quintoandar.com.br/imovel/894390893/comprar/apartamento-2-quartos-jardim-samambaia-campinas,300.0,390.0,12x R$ 0,2.0,46.0,1.0,1.0,12° a 15° andar,Sem mobília,"22.9332826,-47.0191449"
https://www.quintoandar.com.br/imovel/894276312/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,355.0,490.0,12x R$ 99,2.0,47.0,1.0,1.0,4° a 7° andar,Mobiliado,"22.9114597,-47.0770075"
https://www.quintoandar.com.br/imovel/893771720/comprar/apartamento-2-quartos-loteamento-country-ville-campinas,200.0,384.0,12x R$ 32,2.0,64.0,1.0,1.0,4° a 7° andar,Sem mobília,"-22.9495694,-47.095307"
https://www.quintoandar.com.br/imovel/893569647/comprar/apartamento-2-quartos-jardim-amazonas-campinas,195.0,370.0,12x R$ 17,2.0,56.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9439865,-47.0398568"
https://www.quintoandar.com.br/imovel/894208781/comprar/apartamento-2-quartos-jardim-das-cerejeiras-campinas,360.0,300.0,12x R$ 84,2.0,47.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9227823,-47.0505082"
https://www.quintoandar.com.br/imovel/893816831/comprar/apartamento-3-quartos-residencial-parque-da-fazenda-campinas,380.0,500.0,12x R$ 57,3.0,70.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9251508,-47.1170163"
https://www.quintoandar.com.br/imovel/893104954/comprar/apartamento-2-quartos-jardim-miranda-campinas,320.0,520.0,12x R$ 21,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.916884,-47.0943513"
https://www.quintoandar.com.br/imovel/893550826/comprar/apartamento-2-quartos-parque-das-cachoeiras-campinas,240.0,298.0,12x R$ 12,2.0,47.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9533341,-47.0272042"
https://www.quintoandar.com.br/imovel/893764009/comprar/apartamento-2-quartos-vila-trinta-e-um-de-marco-campinas,240.0,290.0,12x R$ 14,2.0,42.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8761714,-47.0233038"
https://www.quintoandar.com.br/imovel/894295162/comprar/apartamento-3-quartos-conjunto-residencial-souza-queiroz-campinas,200.0,464.0,12x R$ 23,3.0,70.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9492959,-47.1007805"
https://www.quintoandar.com.br/imovel/894324535/comprar/apartamento-2-quartos-jardim-ibirapuera-campinas,350.0,325.0,12x R$ 0,2.0,38.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9177542,-47.1180776"
https://www.quintoandar.com.br/imovel/892946533/comprar/apartamento-2-quartos-parque-residencial-vila-uniao-campinas,250.0,340.0,12x R$ 19,2.0,53.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9502979,-47.1225714"
https://www.quintoandar.com.br/imovel/894333303/comprar/apartamento-2-quartos-jardim-samambaia-campinas,260.0,400.0,12x R$ 15,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9332826,-47.0191449"
https://www.quintoandar.com.br/imovel/894379618/comprar/apartamento-2-quartos-vila-padre-manoel-de-nobrega-campinas,175.0,300.0,12x R$ 100,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9116238,-47.1191143"
https://www.quintoandar.com.br/imovel/893325795/comprar/apartamento-3-quartos-vila-proost-de-souza-campinas,300.0,400.0,12x R$ 42,3.0,69.0,1.0,1.0,Até 3° andar,Sem mobília,"aps?q&layer=c&cbll=0,0"
https://www.quintoandar.com.br/imovel/894235025/comprar/apartamento-3-quartos-residencial-parque-da-fazenda-campinas,360.0,637.0,12x R$ 52,3.0,59.0,1.0,2.0,4° a 7° andar,Sem mobília,"-22.9252016,-47.116895"
https://www.quintoandar.com.br/imovel/894094185/comprar/apartamento-3-quartos-jardim-alto-da-barra-campinas,350.0,596.0,12x R$ 104,3.0,76.0,1.0,2.0,Até 3° andar,Sem mobília,"&cbll=-22.887,-47.0309"
https://www.quintoandar.com.br/imovel/894277206/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,225.0,307.0,12x R$ 42,2.0,48.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9335889,-47.0593284"
https://www.quintoandar.com.br/imovel/894140447/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,220.0,480.0,12x R$ 40,2.0,56.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9428553,-47.0320321"
https://www.quintoandar.com.br/imovel/894072010/comprar/apartamento-2-quartos-vila-industrial-campinas,320.0,550.0,12x R$ 79,2.0,72.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9127907,-47.0760799"
https://www.quintoandar.com.br/imovel/894267099/comprar/apartamento-2-quartos-vila-carminha-campinas,230.0,322.0,12x R$ 69,2.0,45.0,1.0,1.0,4° a 7° andar,Sem mobília,"ll=-22.92463,-47.02848"
https://www.quintoandar.com.br/imovel/894232846/comprar/apartamento-2-quartos-conjunto-residencial-parque-bandeirantes-campinas,250.0,689.0,12x R$ 63,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9032775,-47.1050495"
https://www.quintoandar.com.br/imovel/894113919/comprar/apartamento-3-quartos-vila-ipe-campinas,360.0,500.0,12x R$ 46,3.0,75.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9469425,-47.0424161"
https://www.quintoandar.com.br/imovel/894358969/comprar/apartamento-2-quartos-jardim-campos-eliseos-campinas,230.0,600.0,12x R$ 38,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9210272,-47.1054162"
https://www.quintoandar.com.br/imovel/893508670/comprar/apartamento-2-quartos-vila-carminha-campinas,212.0,320.0,12x R$ 0,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9369492,-47.0302179"
https://www.quintoandar.com.br/imovel/894326491/comprar/apartamento-3-quartos-residencial-parque-da-fazenda-campinas,400.0,553.0,12x R$ 57,3.0,68.0,1.0,2.0,Até 3° andar,Sem mobília,"-22.925427,-47.1168766"
https://www.quintoandar.com.br/imovel/894323923/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,220.0,540.0,12x R$ 33,2.0,52.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9424057,-47.0319366"
https://www.quintoandar.com.br/imovel/894252146/comprar/apartamento-3-quartos-jardim-das-bandeiras-campinas,230.0,480.0,12x R$ 44,3.0,68.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9508307,-47.0886159"
https://www.quintoandar.com.br/imovel/894263492/comprar/apartamento-2-quartos-vila-jequitibas-campinas,335.0,0.0,12x R$ 0,2.0,95.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9100783,-47.0464812"
https://www.quintoandar.com.br/imovel/893283662/comprar/apartamento-2-quartos-bosque-campinas,390.0,1.4,12x R$ 142,2.0,108.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9041837,-47.0554012"
https://www.quintoandar.com.br/imovel/894196644/comprar/apartamento-2-quartos-parque-fazendinha-campinas,339.9,440.0,12x R$ 100,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8963791,-47.1552998"
https://www.quintoandar.com.br/imovel/894346660/comprar/apartamento-2-quartos-jardim-ipaussurama-campinas,400.0,394.0,12x R$ 145,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9305166,-47.1239741"
https://www.quintoandar.com.br/imovel/894193436/comprar/apartamento-2-quartos-ponte-preta-campinas,300.0,475.0,12x R$ 492,2.0,73.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9210403,-47.0495787"
https://www.quintoandar.com.br/imovel/894255191/comprar/apartamento-2-quartos-jardim-samambaia-campinas,250.0,350.0,12x R$ 49,2.0,48.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9335318,-47.0184541"
https://www.quintoandar.com.br/imovel/893939665/comprar/apartamento-3-quartos-vila-marieta-campinas,321.0,275.0,12x R$ 84,3.0,49.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9414178,-47.0467716"
https://www.quintoandar.com.br/imovel/893902537/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,255.0,350.0,12x R$ 109,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9335889,-47.0593284"
https://www.quintoandar.com.br/imovel/894226406/comprar/apartamento-2-quartos-parque-fazendinha-campinas,300.0,330.0,12x R$ 56,2.0,57.0,1.0,2.0,Até 3° andar,Sem mobília,"22.8929257,-47.1516444"
https://www.quintoandar.com.br/imovel/894179739/comprar/apartamento-3-quartos-bosque-campinas,380.0,678.0,12x R$ 95,3.0,92.0,1.0,2.0,12° a 15° andar,Sem mobília,"22.9108931,-47.0557935"
https://www.quintoandar.com.br/imovel/894124143/comprar/apartamento-3-quartos-vila-manoel-ferreira-campinas,305.0,600.0,12x R$ 68,3.0,77.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9125772,-47.0969227"
https://www.quintoandar.com.br/imovel/894246716/comprar/apartamento-3-quartos-vila-industrial-campinas-campinas,230.0,614.0,12x R$ 90,3.0,58.0,1.0,2.0,Até 3° andar,Mobiliado,"22.9124516,-47.0769116"
https://www.quintoandar.com.br/imovel/894333300/comprar/apartamento-2-quartos-jardim-marcia-campinas,207.0,330.0,12x R$ 19,2.0,53.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9462569,-47.1112724"
https://www.quintoandar.com.br/imovel/892938313/comprar/apartamento-3-quartos-chacara-da-barra-campinas,400.0,700.0,12x R$ 101,3.0,80.0,1.0,2.0,4° a 7° andar,Sem mobília,"-22.8851502,-47.039583"
https://www.quintoandar.com.br/imovel/894255192/comprar/apartamento-2-quartos-jardim-samambaia-campinas,250.0,350.0,12x R$ 49,2.0,48.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9335318,-47.0184541"
https://www.quintoandar.com.br/imovel/894342111/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,240.0,450.0,12x R$ 47,2.0,58.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9177248,-47.1049179"
https://www.quintoandar.com.br/imovel/894013412/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,230.0,313.0,12x R$ 25,2.0,45.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9586169,-47.0567245"
https://www.quintoandar.com.br/imovel/894098812/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,350.0,450.0,12x R$ 93,2.0,50.0,1.0,1.0,12° a 15° andar,Mobiliado,"22.9110704,-47.0616003"
https://www.quintoandar.com.br/imovel/893057990/comprar/apartamento-3-quartos-ponte-preta-campinas,399.0,634.0,12x R$ 88,3.0,81.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9148473,-47.0528101"
https://www.quintoandar.com.br/imovel/893744814/comprar/apartamento-2-quartos-jardim-antonio-von-zuben-campinas,400.0,430.0,12x R$ 109,2.0,115.0,2.0,3.0,4° a 7° andar,Sem mobília,"22.9516497,-47.0256591"
https://www.quintoandar.com.br/imovel/894357170/comprar/apartamento-3-quartos-jardim-flamboyant-campinas,380.0,960.0,12x R$ 0,3.0,75.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.8801351,-47.0322696"
https://www.quintoandar.com.br/imovel/894306416/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,220.0,489.0,12x R$ 41,2.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9177248,-47.1049179"
https://www.quintoandar.com.br/imovel/894254573/comprar/apartamento-3-quartos-jardim-garcia-campinas,245.0,500.0,12x R$ 0,3.0,74.0,1.0,1.0,Até 3° andar,Sem mobília,"aps?q&layer=c&cbll=0,0"
