Player_id,Team_id,Name,Role,Kills_avg,Assists_avg,Deaths_avg,CS/min,Gold/min,Damage/min,Vision/min
322,81,Ming,Support,0.75,8.5,3.0833333333333335,1.565114908662342,255.80436063641665,183.31644077784287,3.884502062463162
323,46,Minji,Mid,3.5625,5.5,3.375,7.9905704230028824,380.70456205591466,677.3856165748081,0.9861212563915299
324,73,Mir,Jungle,1.6,7.4,3.9,5.592628221355903,315.45035694395347,265.5997164700532,1.6616880157966751
325,99,MISSING,Support,0.5,10.1,2.4,2.105465004793862,272.1342281879192,224.9971236816872,3.506232023010543
326,44,MnM,Bot,4.235294117647059,6.588235294117647,1.411764705882353,9.08645003065605,436.0944206008589,706.2636419374625,1.5524218270999404
327,32,Morgan,Top,1.6470588235294117,1.8235294117647058,3.235294117647059,8.343527174774215,354.4649025511017,432.29282205672695,0.9716368245919836
328,8,Mounnika,Top,0.0,3.0,5.0,6.7735728030789835,327.8255291853794,601.9243104554279,0.6927517639512597
329,88,Moyan,Jungle,0.0,6.0,4.0,6.107554417413651,313.86683738796813,290.7810499359832,1.5364916773367674
330,15,Myrwn,Top,3.2413793103448274,4.655172413793103,3.1724137931034484,7.868043007674827,403.01876666010685,614.044403098556,1.0454943914700248
331,10,N0way,Bot,1.5,3.0,6.0,4.904380012338093,308.994447871686,429.19802590993476,1.6101172115977889
332,94,naiyou,Jungle,1.4545454545454546,5.909090909090909,3.727272727272727,5.024023761684267,299.90041058792593,283.63064558399486,1.6694330392242451
333,6,Nami,Mid,3.2222222222222223,4.333333333333333,4.222222222222222,7.185777287761872,361.62486218302195,574.4694046306521,1.1576626240352843
334,19,Nebula,Bot,3.9285714285714284,4.785714285714286,2.857142857142857,8.534986291572338,416.1258791274308,539.0654428418193,1.0179997615925664
335,78,Nectaar,Top,2.3333333333333335,3.5,3.4166666666666665,7.414437733678479,358.11331607707893,578.3146390566596,1.0497555363819413
336,8,Nemo,Bot,3.75,4.833333333333333,5.0,8.657698350353511,430.864100549883,653.7637470542039,1.0428122545168912
337,72,Netuno,Bot,4.9,5.4,1.4,9.475649603236317,459.70126030807387,599.6576941030011,1.266531818889058
338,71,NinjaKiwi,Bot,2.6,4.1,2.8,8.96313477767361,398.59744361644454,679.2113704782129,1.2525292404875907
339,23,Nisqy,Mid,3.6470588235294117,5.411764705882353,2.823529411764706,8.492359825546739,417.6241724451698,667.906874588184,1.1257883342223345
340,18,Noah,Bot,5.136363636363637,5.818181818181818,2.5,8.710002914994273,438.8420745790071,648.7943135188459,1.3709442339170783
341,36,Nobody,Mid,4.055555555555555,4.277777777777778,3.6666666666666665,9.348218119364534,440.05495920996134,749.7398024903392,1.3379132674967797
342,51,Nogo,Mid,2.0,2.5,2.0,9.005266237565776,377.4312463428884,302.08894090111,1.1936805149209995
343,8,NoNoNo1,Jungle,3.25,7.583333333333333,4.5,5.9210526315789584,371.4179104477619,529.221327572664,1.3933621366849986
344,83,nox1,Jungle,3.3333333333333335,5.416666666666667,6.083333333333333,5.261054874800199,345.1491742141706,356.806073521576,1.2200319659030334
345,11,nuc,Mid,3.9523809523809526,5.333333333333333,2.142857142857143,8.812913575295772,418.1547022257872,583.6540004010429,1.1038700621616206
346,7,Nugu,Mid,4.294117647058823,6.588235294117647,1.2352941176470589,8.389670375813562,433.06109594793196,703.3340331723704,1.1820281335292881
347,40,NuL1,Mid,1.5625,5.1875,2.9375,8.140640727499903,363.007184755822,528.3232098851126,0.8788310020478278
348,25,Oddie,Jungle,2.2222222222222223,8.833333333333334,2.111111111111111,5.162367223065256,333.5089529590292,284.78603945371805,1.3693474962063747
349,16,Odoamne,Top,1.5384615384615385,3.1538461538461537,2.3076923076923075,8.01768106086368,365.1130567834083,477.60285617137197,0.9512070724243488
350,76,Olleh,Support,1.0,7.222222222222222,2.888888888888889,1.7839668799397836,246.9326307866017,167.52836173987868,3.9163395881499046
351,79,ON,Support,1.3846153846153846,9.384615384615385,1.5384615384615385,2.491565662876415,313.50993377483366,229.26152692740166,3.763588654254645
352,30,Oner,Jungle,2.0555555555555554,7.333333333333333,2.1666666666666665,6.186203028603489,358.90446812488386,254.08487567769726,1.594690596373157
353,27,OnFleek,Jungle,3.0,9.5,1.0,6.749576031656265,381.0118711136214,334.23968343696816,1.9332956472583274
354,41,Orca,Support,0.7647058823529411,10.058823529411764,2.4705882352941178,2.549148491186134,283.0737974305345,263.0481027786074,2.965043322378246
355,18,Oscarinin,Top,2.409090909090909,4.5,2.8636363636363638,7.960625154158343,380.1040428728386,440.32603089893894,1.1112855124784167
356,10,Pake,Mid,4.714285714285714,8.714285714285714,2.7142857142857144,7.857275254865674,422.06858202039234,774.3836886005618,1.1010194624652536
357,77,Palafox,Mid,3.2222222222222223,4.666666666666667,2.6666666666666665,8.648155539084316,405.83727692570795,595.0943611380345,1.159701237242715
358,27,pan,Top,4.235294117647059,3.0588235294117645,1.8235294117647058,8.120546824395722,415.2463096171542,566.7446220979776,0.9818293389697598
359,16,Patrik,Bot,3.1538461538461537,4.538461538461538,2.8461538461538463,8.28544712682764,400.81009860591774,521.0778646718821,1.1628697721863352
360,16,Peach,Jungle,1.7692307692307692,5.615384615384615,3.6153846153846154,5.96735804148251,332.568004080246,289.0802448146899,1.6269976198571972
361,38,Peanut,Jungle,1.1176470588235294,7.235294117647059,1.411764705882353,5.6642810670136665,318.65387117761895,236.31880286271974,1.5536759921925838
362,2,Pepero,Bot,2.3333333333333335,3.8333333333333335,4.833333333333333,8.72085561497328,399.8053475935837,682.0171122994666,1.2962566844919812
363,33,PerfecT,Top,1.95,5.55,2.55,7.830873801462815,369.67771948414526,428.7814333341958,1.1661023957821854
364,22,Perkz,Mid,3.2857142857142856,3.0714285714285716,2.9285714285714284,9.201319653409723,408.4298299677344,644.0619221984566,0.9940905630279535
365,42,Peter,Support,0.3333333333333333,6.0,2.1666666666666665,1.7531889646988974,250.2539305843956,144.1530703055469,3.031148027291596
