GameId,Tournament_id,DateTime UTC,Team1,Team2,WinTeam,Gamelength Number,Patch,Team1Bans,Team2Bans,Team1Picks,Team2Picks,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1Towers,Team2Towers,Team1Gold,Team2Gold,Team1Kills,Team2Kills,Team1RiftHeralds,Team2RiftHeralds,Team1Inhibitors,Team2Inhibitors,DateTime UTC__precision
PCS/2024 Season/Spring Season_Week 6_2_2,33,2024-03-01 12:32:00,Beyond Gaming,PSG Talon,Beyond Gaming,37.866666666667,14.3,"Vi,Twisted Fate,Smolder,Lucian,Caitlyn","Rumble,Kalista,Senna,Ashe,K'Sante","Udyr,Viego,Karma,Varus,Maokai","Aatrox,Sejuani,Hwei,Ezreal,Bard",5,1,2,0,9,1,72224,58951,14,8,1,0,1,0,0
VCS/2024 Season/Spring Season_Week 6_4_2,37,2024-03-01 12:52:00,Team Whales,Rainbow Warriors,Team Whales,30.95,14.3,"Lee Sin,Viego,Karma,Xin Zhao,Poppy","Orianna,Ashe,Vi,Nocturne,Nautilus","Jax,Rell,Akali,Varus,Pyke","Aatrox,Jarvan IV,Azir,Kalista,Hwei",4,0,1,0,11,0,67703,51543,24,8,1,0,3,0,0
PCS/2024 Season/Spring Season_Week 6_2_3,33,2024-03-01 13:34:00,PSG Talon,Beyond Gaming,PSG Talon,29.4,14.3,"Rumble,Viego,Varus,Lucian,Senna","Vi,Twisted Fate,Kalista,Alistar,Sejuani","Udyr,Wukong,Azir,Smolder,Nautilus","K'Sante,Xin Zhao,Hwei,Kai'Sa,Maokai",2,1,1,0,9,1,56824,43746,18,2,1,0,1,0,0
LCK/2024 Season/Spring Season_Week 6_7_1,5,2024-03-02 04:14:00,Kwangdong Freecs,Nongshim RedForce,Kwangdong Freecs,36.916666666667,14.3,"Vi,Lucian,Smolder,Alistar,K'Sante","Kalista,Hwei,Senna,Renata Glasc,Nautilus","Aatrox,Sejuani,Azir,Varus,Maokai","Udyr,Nocturne,Taliyah,Zeri,Rakan",3,2,1,0,8,3,70757,63890,14,9,1,0,2,0,0
LCK/2024 Season/Spring Season_Week 6_7_2,5,2024-03-02 05:14:00,Nongshim RedForce,Kwangdong Freecs,Nongshim RedForce,31.416666666667,14.3,"Kalista,Senna,Smolder,Aatrox,Miss Fortune","Vi,Lucian,Varus,Rakan,Poppy","K'Sante,Maokai,Hwei,Zeri,Nautilus","Gnar,Sejuani,Azir,Kai'Sa,Alistar",5,0,2,0,9,1,64711,51442,19,5,1,0,1,0,0
LCK/2024 Season/Spring Season_Week 6_7_3,5,2024-03-02 06:05:00,Kwangdong Freecs,Nongshim RedForce,Kwangdong Freecs,29.766666666667,14.3,"Vi,Lucian,Smolder,K'Sante,Nocturne","Kalista,Hwei,Senna,Sejuani,Nautilus","Aatrox,Rell,Azir,Varus,Ashe","Jax,Maokai,Taliyah,Zeri,Rakan",3,1,1,0,8,1,61404,48443,21,4,1,0,1,0,0
LPL/2024 Season/Spring Season_Week 5_13_1,27,2024-03-02 07:17:00,Team WE,Royal Never Give Up,Team WE,27.8,14.4,"Kalista,Vi,Varus,Graves,Neeko","Azir,Karma,Poppy,Volibear,Jax","Darius,Trundle,Hwei,Twisted Fate,Nautilus","K'Sante,Xin Zhao,Taliyah,Senna,Tahm Kench",1,3,1,0,8,2,56007,46415,18,10,,,1,0,0
LCK/2024 Season/Spring Season_Week 6_8_1,5,2024-03-02 07:24:00,T1,OKSavingsBank BRION,T1,30.166666666667,14.3,"Nautilus,Lee Sin,Sejuani,K'Sante,Milio","Ashe,Kalista,Orianna,Corki,Hwei","Aatrox,Viego,Taliyah,Senna,Tahm Kench","Udyr,Xin Zhao,Azir,Smolder,Maokai",4,0,1,0,9,0,63306,48204,22,6,1,0,1,0,0
LPL/2024 Season/Spring Season_Week 5_13_2,27,2024-03-02 08:06:00,Royal Never Give Up,Team WE,Team WE,26.2,14.4,"Azir,Darius,Karma,Senna,Rakan","Kalista,Nautilus,Varus,Vi,Neeko","K'Sante,Jax,Taliyah,Lucian,Nami","Twisted Fate,Xin Zhao,Hwei,Jhin,Bard",1,2,0,1,1,9,41093,52239,3,12,,,0,2,0
LCK/2024 Season/Spring Season_Week 6_8_2,5,2024-03-02 08:13:00,OKSavingsBank BRION,T1,T1,30.966666666667,14.3,"Kalista,Ashe,Varus,Corki,Orianna","Lee Sin,Nautilus,Senna,Rakan,Zeri","K'Sante,Sejuani,Azir,Sivir,Yuumi","Aatrox,Vi,Taliyah,Lucian,Nami",0,5,0,1,2,9,51252,67588,10,23,0,1,0,1,0
PCS/2024 Season/Spring Season_Week 6_3_1,33,2024-03-02 09:05:00,J Team,West Point Esports Philippines,J Team,23.716666666667,14.3,"LeBlanc,Ashe,Nautilus,Xerath,Udyr","Karma,Orianna,Kalista,Poppy,Nocturne","K'Sante,Rell,Azir,Smolder,Bard","Yone,Vi,Hwei,Senna,Maokai",2,1,0,0,9,2,48333,37847,19,2,1,0,1,0,0
LPL/2024 Season/Spring Season_Week 5_14_1,27,2024-03-02 09:17:00,LNG Esports,Ultra Prime,LNG Esports,24.316666666667,14.4,"Lucian,Nautilus,Ashe,Udyr,Akali","Azir,Hwei,Renata Glasc,Vi,Orianna","K'Sante,Ivern,Tristana,Varus,Rakan","Aatrox,Xin Zhao,Karma,Senna,Maokai",1,2,1,0,11,0,53613,37797,22,4,,,2,0,0
LJL/2024 Season/Spring Playoffs_Third-Place Match_1_1,22,2024-03-02 09:20:00,V3 Esports,Sengoku Gaming,Sengoku Gaming,31.166666666667,14.3,"Ashe,Karma,K'Sante,Vi,Xin Zhao","Twisted Fate,Smolder,Orianna,Rumble,Jayce","Kennen,Maokai,Yone,Varus,Hwei","Aatrox,Graves,Taliyah,Kalista,Renata Glasc",1,3,1,1,3,9,53528,62250,9,22,0,1,0,1,0
PCS/2024 Season/Spring Season_Week 6_3_2,33,2024-03-02 09:51:00,West Point Esports Philippines,J Team,J Team,34.1,14.3,"Karma,Poppy,Senna,Rell,Jax","Ashe,Orianna,Vi,LeBlanc,Xerath","Irelia,Viego,Sylas,Kalista,Ezreal","K'Sante,Maokai,Azir,Draven,Renata Glasc",3,3,0,2,5,10,58952,67983,11,17,0,1,1,2,0
VCS/2024 Season/Spring Season_Week 6_5_1,37,2024-03-02 10:05:00,Vikings Esports (2023 Vietnamese Team),MGN Blue Esports,Vikings Esports (2023 Vietnamese Team),28.666666666667,14.3,"Poppy,Nautilus,Rell,Karma,Nocturne","Orianna,Smolder,Kalista,K'Sante,Aatrox","Udyr,Viego,Azir,Varus,Ashe","Jax,Sejuani,Taliyah,Senna,Maokai",1,3,1,0,9,2,54263,45383,12,6,0,1,1,0,0
LPL/2024 Season/Spring Season_Week 5_14_2,27,2024-03-02 10:06:00,Ultra Prime,LNG Esports,Ultra Prime,31.65,14.4,"Hwei,Azir,Varus,Tristana,Taliyah","Nautilus,Ashe,Xin Zhao,Vi,Akali","K'Sante,Maokai,Karma,Kalista,Renata Glasc","Gwen,Poppy,Orianna,Lucian,Milio",2,2,2,0,11,2,60434,52367,12,7,,,4,0,0
LJL/2024 Season/Spring Playoffs_Third-Place Match_1_2,22,2024-03-02 10:19:00,V3 Esports,Sengoku Gaming,V3 Esports,35.683333333333,14.3,"Ashe,Karma,K'Sante,Vi,Xin Zhao","Twisted Fate,Smolder,Orianna,Rumble,Jayce","Gwen,Nocturne,Taliyah,Varus,Nautilus","Aatrox,Graves,Hwei,Kalista,Renata Glasc",2,3,1,0,8,4,69532,60695,25,14,0,1,1,0,0
VCS/2024 Season/Spring Season_Week 6_5_2,37,2024-03-02 10:52:00,MGN Blue Esports,Vikings Esports (2023 Vietnamese Team),Vikings Esports (2023 Vietnamese Team),28.833333333333,14.3,"Orianna,Varus,Viego,Rakan,Bard","Poppy,Nautilus,Kalista,Vi,Jax","Aatrox,Rell,Azir,Smolder,Leona","K'Sante,Taliyah,Tristana,Twisted Fate,Maokai",1,3,2,0,0,9,52639,60974,11,17,1,0,0,2,0
LPL/2024 Season/Spring Season_Week 5_14_3,27,2024-03-02 10:59:00,LNG Esports,Ultra Prime,LNG Esports,30.883333333333,14.4,"Lucian,Ashe,Kalista,Rakan,Akali","Hwei,Azir,Renata Glasc,Vi,Tristana","Gwen,Bel'Veth,Karma,Senna,Nautilus","K'Sante,Xin Zhao,Taliyah,Smolder,Maokai",4,1,1,0,9,2,60493,46780,16,4,,,1,0,0
PCS/2024 Season/Spring Season_Week 6_4_1,33,2024-03-02 11:11:00,HELL PIGS,Deep Cross Gaming,Deep Cross Gaming,28.166666666667,14.3,"Senna,Kalista,Karma,Ashe,Darius","Rengar,Orianna,Nautilus,Taliyah,Twisted Fate","Gwen,Poppy,LeBlanc,Smolder,Maokai","Aatrox,Vi,Kai'Sa,Varus,Hwei",0,4,0,1,2,11,51240,63254,16,30,1,0,0,3,0
LPL/2024 Season/Spring Season_Week 5_15_1,27,2024-03-02 11:14:00,EDward Gaming,Rare Atom,EDward Gaming,23.666666666667,14.4,"Udyr,Renata Glasc,Ashe,Darius,Xin Zhao","Azir,Karma,Jax,Renekton,Viego","K'Sante,Lee Sin,Hwei,Varus,Rell","Aatrox,Graves,Taliyah,Senna,Nautilus",3,0,1,0,10,1,49249,35925,17,3,,,2,0,0
LJL/2024 Season/Spring Playoffs_Third-Place Match_1_3,22,2024-03-02 11:18:00,V3 Esports,Sengoku Gaming,V3 Esports,36.683333333333,14.3,"Ashe,Karma,K'Sante,Xin Zhao,Lee Sin","Twisted Fate,Smolder,Orianna,Rumble,Vi","Jayce,Sejuani,Taliyah,Varus,Renata Glasc","Malphite,Viego,Hwei,Senna,Nautilus",2,3,1,0,7,3,63938,55682,22,6,0,1,1,0,0
LPL/2024 Season/Spring Season_Week 5_15_2,27,2024-03-02 11:55:00,Rare Atom,EDward Gaming,EDward Gaming,32.25,14.4,"Karma,Hwei,Viego,Xayah,Ziggs","Renata Glasc,Senna,Ashe,Xin Zhao,Vi","K'Sante,Wukong,Akali,Varus,Rakan","Jax,Lee Sin,Azir,Smolder,Nautilus",2,2,0,2,2,10,54706,63687,10,16,,,0,3,0
VCS/2024 Season/Spring Season_Week 6_6_1,37,2024-03-02 11:56:00,Team Flash.Vietnam,GAM Esports,GAM Esports,33.2,14.3,"Smolder,Nocturne,Kalista,Gwen,Twisted Fate","Orianna,Vi,Varus,Lee Sin,Xin Zhao","K'Sante,Wukong,Karma,Xayah,Rakan","Gnar,Rell,Tristana,Senna,Maokai",5,0,0,1,6,9,60459,61596,15,8,0,1,1,2,0
PCS/2024 Season/Spring Season_Week 6_4_2,33,2024-03-02 12:05:00,Deep Cross Gaming,HELL PIGS,Deep Cross Gaming,35.133333333333,14.3,"Rengar,Orianna,Nautilus,LeBlanc,Taliyah","Kalista,Karma,Hwei,Darius,Aatrox","Twisted Fate,Nocturne,Smolder,Draven,Pyke","Udyr,Lee Sin,Aurelion Sol,Varus,Ashe",3,2,1,1,11,3,79110,68288,32,31,0,1,2,0,0
LJL/2024 Season/Spring Playoffs_Third-Place Match_1_4,22,2024-03-02 12:16:00,Sengoku Gaming,V3 Esports,V3 Esports,38.566666666667,14.3,"Twisted Fate,Smolder,Orianna,Rumble,Gwen","Ashe,Karma,K'Sante,Xin Zhao,Poppy","Aatrox,Maokai,Taliyah,Kalista,Renata Glasc","Jayce,Vi,Hwei,Varus,Nautilus",2,3,1,0,9,7,72816,71547,28,24,1,0,2,2,0
VCS/2024 Season/Spring Season_Week 6_6_2,37,2024-03-02 12:47:00,Team Flash.Vietnam,GAM Esports,Team Flash.Vietnam,36.233333333333,14.3,"Smolder,Senna,Kalista,Lucian,Aphelios","Orianna,Vi,Varus,Jax,K'Sante","Aatrox,Nocturne,Taliyah,Kai'Sa,Rell","Rumble,Maokai,Tristana,Xayah,Rakan",3,2,2,0,9,2,72682,64521,23,18,1,0,2,0,0
VCS/2024 Season/Spring Season_Week 6_6_3,37,2024-03-02 13:52:00,GAM Esports,Team Flash.Vietnam,GAM Esports,31.05,14.3,"Taliyah,Rell,Nocturne,Twisted Fate,Kai'Sa","Kalista,Senna,Varus,Lucian,Caitlyn","Jax,Vi,Orianna,Smolder,Maokai","Aatrox,Lee Sin,LeBlanc,Tristana,Rakan",2,3,1,0,9,5,61884,53776,19,9,0,1,1,0,0
CBLOL/2024 Season/Split 1_Week 7_1_1,1,2024-03-02 16:15:00,INTZ,Los Grandes,Los Grandes,33.233333333333,14.4,"Azir,Kalista,Rumble,Vi,Rell","Karma,Varus,Sejuani,Sivir,Ezreal","Twisted Fate,Volibear,Taliyah,Zeri,Alistar","Olaf,Nocturne,Orianna,Senna,Nautilus",2,3,1,1,4,9,54456,65574,3,23,1,0,0,1,0
CBLOL/2024 Season/Split 1_Week 7_2_1,1,2024-03-02 17:10:00,paiN Gaming,Liberty,Liberty,29.1,14.4,"Orianna,Ashe,Smolder,Varus,Sejuani","Lucian,Maokai,Kalista,Twisted Fate,Gnar","Jayce,Lee Sin,Hwei,Senna,Tahm Kench","Darius,Bel'Veth,Azir,Ziggs,Nautilus",0,4,0,2,2,8,47815,57548,10,14,0,1,0,1,0
CBLOL/2024 Season/Split 1_Week 7_3_1,1,2024-03-02 18:04:00,RED Canids,KaBuM! Esports,RED Canids,38.45,14.4,"Senna,Kalista,Karma,Gnar,Rumble","Neeko,Lucian,Orianna,Gwen,Taliyah","Aatrox,Maokai,Hwei,Xayah,Rakan","Udyr,Vi,Azir,Zeri,Nautilus",4,2,2,0,11,6,73478,63821,18,4,1,0,4,0,0
CBLOL/2024 Season/Split 1_Week 7_4_1,1,2024-03-02 19:05:00,Vivo Keyd Stars,Fluxo,Vivo Keyd Stars,28.733333333333,14.4,"Azir,Vi,Ashe,Twisted Fate,Renata Glasc","Karma,Lucian,Orianna,Jax,Aatrox","Gnar,Rell,Taliyah,Varus,Braum","K'Sante,Maokai,Hwei,Kalista,Alistar",2,2,1,0,11,1,58035,43080,13,4,1,0,2,0,0
CBLOL/2024 Season/Split 1_Week 7_5_1,1,2024-03-02 20:06:00,LOUD,FURIA,LOUD,38.266666666667,14.4,"Pyke,Orianna,Twisted Fate,Maokai,Darius","Jax,Renekton,Kalista,Olaf,Lee Sin","Gnar,Vi,Karma,Senna,Nautilus","Yasuo,Xin Zhao,Hwei,Varus,Rell",3,2,2,0,11,2,78023,65805,28,14,1,0,4,0,0
LCS/2024 Season/Spring Season_Week 5_1_1,11,2024-03-02 21:07:00,Shopify Rebellion,Immortals,Shopify Rebellion,38.3,14.4,"Orianna,Kalista,Jayce,Leona,Braum","Varus,Taliyah,Twisted Fate,Renekton,Udyr","Aatrox,Ivern,Hwei,Senna,Nautilus","Gnar,Volibear,Azir,Smolder,Maokai",5,1,2,0,8,5,75491,66628,19,11,0,1,1,0,0
LCS/2024 Season/Spring Season_Week 5_2_1,11,2024-03-02 22:07:00,Cloud9,FlyQuest,Cloud9,29.7,14.4,"Orianna,Volibear,Kalista,Xin Zhao,Jayce","Twisted Fate,Ahri,Akali,Lee Sin,Jarvan IV","Renekton,Nidalee,Azir,Senna,Nautilus","Aatrox,Maokai,Karma,Varus,Ashe",2,2,1,0,10,2,58542,48900,11,4,1,0,2,0,0
LCS/2024 Season/Spring Season_Week 5_3_1,11,2024-03-02 22:59:00,NRG,Team Liquid,NRG,43.466666666667,14.4,"Kalista,Ashe,Twisted Fate,Jax,Renekton","Ivern,Orianna,Taliyah,Hwei,Akali","Aatrox,Volibear,Ahri,Senna,Nautilus","K'Sante,Poppy,Azir,Seraphine,Rell",4,2,2,0,11,2,83077,71621,17,14,1,0,4,0,0
LCS/2024 Season/Spring Season_Week 5_4_1,11,2024-03-03 00:02:00,100 Thieves,Dignitas,100 Thieves,33.716666666667,14.4,"Ivern,Ashe,Kalista,Volibear,Jayce","Twisted Fate,Varus,Vi,Azir,Orianna","Renekton,Trundle,Hwei,Senna,Tahm Kench","K'Sante,Lee Sin,Taliyah,Smolder,Nautilus",2,3,1,0,10,3,65510,55989,20,9,1,0,2,0,0
LCK/2024 Season/Spring Season_Week 6_9_1,5,2024-03-03 04:14:00,KT Rolster,Dplus KIA,Dplus KIA,54.75,14.3,"Rell,Maokai,Renata Glasc,Twisted Fate,Nocturne","Azir,Senna,Kalista,Taliyah,Udyr","Rumble,Lee Sin,Orianna,Varus,Nautilus","Aatrox,Poppy,Karma,Lucian,Nami",4,4,2,2,7,11,90574,98401,14,14,1,0,1,2,0
LCK/2024 Season/Spring Season_Week 6_9_2,5,2024-03-03 05:31:00,KT Rolster,Dplus KIA,KT Rolster,31.283333333333,14.3,"Maokai,Rell,Renata Glasc,Twisted Fate,Nocturne","Senna,Azir,Kalista,Viego,Lee Sin","Gnar,Poppy,Taliyah,Varus,Nautilus","Aatrox,Sejuani,Karma,Smolder,Tahm Kench",3,1,2,0,11,0,65524,51965,21,10,1,0,4,0,0
LCK/2024 Season/Spring Season_Week 6_9_3,5,2024-03-03 06:24:00,Dplus KIA,KT Rolster,Dplus KIA,51.683333333333,14.3,"Nautilus,Taliyah,Kalista,Alistar,Twisted Fate","Senna,Lucian,Varus,Rakan,Jax","Aatrox,Rell,Azir,Zeri,Lulu","Gnar,Maokai,Tristana,Kai'Sa,Leona",3,4,1,3,9,10,97719,95061,16,9,1,0,3,1,0
LPL/2024 Season/Spring Season_Week 5_16_1,27,2024-03-03 07:16:00,Weibo Gaming,FunPlus Phoenix,FunPlus Phoenix,45.516666666667,14.4,"Senna,Karma,Varus,Rumble,Maokai","Udyr,Twisted Fate,Xin Zhao,Lee Sin,Poppy","Aatrox,Sejuani,Azir,Kalista,Renata Glasc","K'Sante,Kindred,Neeko,Ezreal,Ashe",4,3,2,2,8,8,82485,86473,13,14,,,2,1,0
LCK/2024 Season/Spring Season_Week 6_10_1,5,2024-03-03 08:04:00,DRX,Hanwha Life Esports,Hanwha Life Esports,30.6,14.3,"Vi,Maokai,Kalista,Udyr,Rakan","Senna,Ashe,Hwei,Orianna,Taliyah","Jax,Sejuani,Karma,Zeri,Nautilus","K'Sante,Poppy,Azir,Varus,Rell",1,4,0,1,3,7,50956,58300,8,15,0,1,0,1,0
LPL/2024 Season/Spring Season_Week 5_16_2,27,2024-03-03 08:21:00,Weibo Gaming,FunPlus Phoenix,FunPlus Phoenix,33.316666666667,14.4,"Senna,Karma,Varus,Nautilus,Maokai","Udyr,Twisted Fate,Kalista,Gnar,Xin Zhao","Smolder,Poppy,Azir,Lucian,Nami","K'Sante,Kindred,Neeko,Ashe,Rumble",0,4,0,2,2,10,51499,66386,11,20,,,0,2,0
LCK/2024 Season/Spring Season_Week 6_10_2,5,2024-03-03 08:54:00,DRX,Hanwha Life Esports,Hanwha Life Esports,30.6,14.3,"Vi,Maokai,Kalista,Udyr,K'Sante","Senna,Ashe,Hwei,Orianna,Taliyah","Jax,Sejuani,Karma,Zeri,Nautilus","Kennen,Poppy,Azir,Varus,Alistar",1,3,0,1,3,10,50186,60761,3,18,0,1,0,1,0
PCS/2024 Season/Spring Season_Week 6_5_1,33,2024-03-03 09:11:00,Beyond Gaming,Frank Esports,Beyond Gaming,32.5,14.3,"Twisted Fate,Nautilus,Azir,Senna,Smolder","Ashe,Rumble,Karma,Akali,Hwei","Jax,Sejuani,Yone,Varus,Rakan","Aatrox,Lee Sin,Orianna,Ziggs,Rell",4,1,1,0,11,1,66651,52211,18,8,1,0,3,0,0
LPL/2024 Season/Spring Season_Week 5_17_1,27,2024-03-03 09:15:00,Anyone's Legend,Ninjas in Pyjamas.CN,Ninjas in Pyjamas.CN,41.866666666667,14.4,"Hwei,Taliyah,Kalista,Neeko,Vi","Karma,Azir,Senna,Tristana,Poppy","Udyr,Xin Zhao,Orianna,Lucian,Milio","K'Sante,Lee Sin,LeBlanc,Varus,Nautilus",3,3,1,2,10,7,75932,78921,15,15,,,2,1,0
LJL/2024 Season/Spring Playoffs_Finals_1_1,22,2024-03-03 09:16:00,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,31.516666666667,14.3,"Twisted Fate,Lucian,Ashe,Vi,Lee Sin","Karma,Maokai,Orianna,Poppy,Sejuani","Jax,Nocturne,Azir,Smolder,Rell","K'Sante,Viego,Taliyah,Senna,Nautilus",0,4,0,2,3,10,51983,61070,8,15,0,1,0,2,0
PCS/2024 Season/Spring Season_Week 6_5_2,33,2024-03-03 10:06:00,Frank Esports,Beyond Gaming,Frank Esports,33.4,14.3,"Ashe,Rumble,Sejuani,Smolder,Xayah","Twisted Fate,Nautilus,Azir,Darius,Gnar","Riven,Vi,Taliyah,Varus,Rell","Udyr,Xin Zhao,Karma,Senna,Tahm Kench",4,1,1,0,10,2,68353,52876,21,8,1,0,2,0,0
VCS/2024 Season/Spring Season_Week 6_7_1,37,2024-03-03 10:07:00,Rainbow Warriors,CERBERUS Esports (Vietnamese Team),CERBERUS Esports (Vietnamese Team),29.75,14.3,"Nocturne,Kalista,Karma,Yone,Olaf","Varus,Orianna,Lee Sin,Viego,Aatrox","K'Sante,Xin Zhao,Hwei,Smolder,Maokai","Gwen,Sejuani,Tristana,Kai'Sa,Nautilus",0,4,0,1,1,11,51247,61628,6,16,0,1,0,3,0
LJL/2024 Season/Spring Playoffs_Finals_1_2,22,2024-03-03 10:09:00,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,30.416666666667,14.3,"Twisted Fate,Lucian,Taliyah,Varus,K'Sante","Karma,Maokai,Orianna,Poppy,Vi","Jax,Xin Zhao,Hwei,Smolder,Alistar","Aatrox,Lee Sin,Azir,Senna,Nautilus",2,2,0,1,3,10,48268,59535,7,14,0,1,0,2,0
LPL/2024 Season/Spring Season_Week 5_17_2,27,2024-03-03 10:17:00,Ninjas in Pyjamas.CN,Anyone's Legend,Anyone's Legend,37.066666666667,14.4,"Lucian,Karma,Tristana,Ashe,Nautilus","Senna,Kalista,K'Sante,Rumble,Sejuani","Aatrox,Maokai,Azir,Xayah,Rakan","Udyr,Xin Zhao,Taliyah,Varus,Renata Glasc",1,4,1,0,5,9,67866,71321,11,20,,,0,1,0
VCS/2024 Season/Spring Season_Week 6_7_2,37,2024-03-03 10:56:00,CERBERUS Esports (Vietnamese Team),Rainbow Warriors,CERBERUS Esports (Vietnamese Team),33.083333333333,14.3,"Orianna,Kalista,Lee Sin,Taliyah,K'Sante","Nocturne,Ashe,Karma,Hwei,Tristana","Jax,Sejuani,Corki,Varus,Nautilus","Aatrox,Vi,Azir,Xayah,Rakan",3,2,2,0,10,3,66942,57510,14,8,1,0,2,0,0
LJL/2024 Season/Spring Playoffs_Finals_1_3,22,2024-03-03 11:05:00,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,33.816666666667,14.3,"Twisted Fate,Nautilus,Kalista,Jhin,Lucian","Karma,Maokai,Orianna,Rell,Jax","Rumble,Sejuani,Azir,Varus,Ashe","Akali,Poppy,Hwei,Smolder,Pyke",1,3,0,1,2,7,55694,64418,15,28,0,0,0,1,0
PCS/2024 Season/Spring Season_Week 6_5_3,33,2024-03-03 11:11:00,Beyond Gaming,Frank Esports,Beyond Gaming,27.733333333333,14.3,"Twisted Fate,Nautilus,Vi,Smolder,Senna","Ashe,Rumble,Sejuani,Gragas,K'Sante","Udyr,Viego,Karma,Varus,Alistar","Jax,Rell,Azir,Ezreal,Leona",4,0,0,1,7,1,51752,46561,14,9,0,1,1,0,0
LPL/2024 Season/Spring Season_Week 5_17_3,27,2024-03-03 11:12:00,Anyone's Legend,Ninjas in Pyjamas.CN,Anyone's Legend,27.483333333333,14.4,"Taliyah,Hwei,Kalista,LeBlanc,Neeko","Karma,Senna,Azir,Tristana,Jax","Udyr,Viego,Orianna,Lucian,Milio","K'Sante,Xin Zhao,Akali,Varus,Nautilus",4,0,1,0,9,0,57843,41253,20,5,,,2,0,0
LPL/2024 Season/Spring Season_Week 5_18_1,27,2024-03-03 11:17:00,Oh My God,JD Gaming,Oh My God,34.583333333333,14.4,"Kalista,Lucian,Varus,Xin Zhao,Lee Sin","Senna,Udyr,Karma,Twisted Fate,Hwei","Renekton,Viego,Ahri,Smolder,Braum","Aatrox,Jax,Neeko,Zeri,Nautilus",3,2,1,0,9,2,69404,59158,24,10,,,2,0,0
LPL/2024 Season/Spring Season_Week 5_18_2,27,2024-03-03 12:12:00,JD Gaming,Oh My God,JD Gaming,31.183333333333,14.4,"Senna,Viego,Smolder,Tristana,None","Kalista,Lucian,Varus,Ashe,Nautilus","Aatrox,Xin Zhao,Karma,Xayah,Renata Glasc","Udyr,Jax,Hwei,Ezreal,Rakan",4,0,1,0,9,4,60630,51333,12,4,,,2,0,0
PCS/2024 Season/Spring Season_Week 6_6_1,33,2024-03-03 12:30:00,PSG Talon,CTBC Flying Oyster,PSG Talon,27.55,14.3,"Sejuani,Varus,Lee Sin,Twisted Fate,Rell","Udyr,Hwei,Vi,Viego,Bel'Veth","Rumble,Graves,Aurelion Sol,Kalista,Nautilus","K'Sante,Poppy,Azir,Senna,Tahm Kench",3,1,1,0,9,0,57209,41554,14,3,1,0,1,0,0
LPL/2024 Season/Spring Season_Week 5_18_3,27,2024-03-03 13:06:00,Oh My God,JD Gaming,JD Gaming,37.666666666667,14.4,"Kalista,Lucian,Varus,Neeko,Taliyah","Senna,Viego,Smolder,Tristana,Nautilus","Aatrox,Xin Zhao,Karma,Aphelios,Renata Glasc","Udyr,Lee Sin,Azir,Xayah,Rakan",2,3,1,2,1,10,66218,72200,12,17,,,0,3,0
PCS/2024 Season/Spring Season_Week 6_6_2,33,2024-03-03 13:21:00,PSG Talon,CTBC Flying Oyster,CTBC Flying Oyster,32.116666666667,14.3,"Sejuani,Varus,Lee Sin,Orianna,Rell","Senna,Kalista,Ashe,Caitlyn,Kai'Sa","Udyr,Vi,Taliyah,Zeri,Lulu","K'Sante,Xin Zhao,Karma,Lucian,Milio",3,2,0,1,4,7,51563,57052,6,13,1,0,0,1,0
VCS/2024 Season/Spring Season_Week 6_8_1,37,2024-03-03 14:16:00,Team Whales,Team Secret (Vietnamese Team),Team Secret (Vietnamese Team),32.066666666667,14.3,"Varus,Tristana,Rell,Azir,Hwei","Kalista,Orianna,Viego,Caitlyn,Xayah","Jax,Lee Sin,Karma,Kai'Sa,Maokai","Rumble,Nocturne,Twisted Fate,Smolder,Nautilus",3,2,0,0,2,8,57085,63016,17,21,1,0,0,1,0
PCS/2024 Season/Spring Season_Week 6_6_3,33,2024-03-03 14:17:00,PSG Talon,CTBC Flying Oyster,PSG Talon,35.15,14.3,"Sejuani,Varus,Lucian,Orianna,LeBlanc","Senna,Kalista,Ashe,Nautilus,Rumble","Udyr,Vi,Taliyah,Smolder,Rell","Gnar,Lee Sin,Karma,Twisted Fate,Rakan",2,3,2,0,9,4,69728,64490,18,13,1,0,2,0,0
VCS/2024 Season/Spring Season_Week 6_8_2,37,2024-03-03 15:07:00,Team Secret (Vietnamese Team),Team Whales,Team Secret (Vietnamese Team),33.75,14.3,"Orianna,Kalista,Viego,Udyr,K'Sante","Nocturne,Twisted Fate,Karma,Nautilus,Pyke","Gragas,Maokai,Tristana,Varus,Bard","Jax,Rell,Azir,Caitlyn,Ashe",3,2,1,0,7,3,65496,59593,25,17,0,1,2,0,0
CBLOL/2024 Season/Split 1_Week 7_6_1,1,2024-03-03 16:24:00,RED Canids,Vivo Keyd Stars,RED Canids,36.483333333333,14.4,"Ashe,Kalista,Orianna,Gnar,Rumble","Nocturne,Vi,Karma,Neeko,Taliyah","Aatrox,Maokai,Hwei,Zeri,Lulu","Darius,Rell,Azir,Lucian,Milio",3,2,1,0,9,4,69902,60380,16,6,0,1,1,0,0
